AF_CMP_factor01,AF_CMP_factor02,AF_CMP_factor03,AF_CMP_factor04,AF_CMP_factor05,AF_CMP_factor06,consecutive
603316.SH,诚邦股份,诚邦生态环境股份有限公司,2017-06-19 00:00:00,,工业,0
603317.SH,天味食品,四川天味食品集团股份有限公司,2019-04-16 00:00:00,,日常消费,0
603318.SH,水发燃气,水发派思燃气股份有限公司,2015-04-24 00:00:00,,公用事业,0
603319.SH,湘油泵,湖南机油泵股份有限公司,2016-11-30 00:00:00,,可选消费,0
603320.SH,迪贝电气,浙江迪贝电气股份有限公司,2017-05-02 00:00:00,,工业,0
603321.SH,梅轮电梯,浙江梅轮电梯股份有限公司,2017-09-15 00:00:00,,工业,0
603322.SH,超讯通信,超讯通信股份有限公司,2016-07-28 00:00:00,,信息技术,0
603323.SH,苏农银行,江苏苏州农村商业银行股份有限公司,2016-11-29 00:00:00,,金融,0
603324.SH,盛剑环境,上海盛剑环境系统科技股份有限公司,2021-04-07 00:00:00,,工业,0
603326.SH,我乐家居,南京我乐家居股份有限公司,2017-06-16 00:00:00,,可选消费,0
603327.SH,福蓉科技,四川福蓉科技股份公司,2019-05-23 00:00:00,,信息技术,0
603328.SH,依顿电子,广东依顿电子科技股份有限公司,2014-07-01 00:00:00,,信息技术,0
603329.SH,上海雅仕,上海雅仕投资发展股份有限公司,2017-12-29 00:00:00,,工业,0
603330.SH,上海天洋,上海天洋热熔粘接材料股份有限公司,2017-02-13 00:00:00,,材料,0
603331.SH,百达精工,浙江百达精工股份有限公司,2017-07-05 00:00:00,,工业,0
603332.SH,苏州龙杰,苏州龙杰特种纤维股份有限公司,2019-01-17 00:00:00,,材料,0
603333.SH,尚纬股份,尚纬股份有限公司,2012-05-07 00:00:00,,工业,0
603335.SH,迪生力,广东迪生力汽配股份有限公司,2017-06-20 00:00:00,,可选消费,0
603336.SH,宏辉果蔬,宏辉果蔬股份有限公司,2016-11-24 00:00:00,,日常消费,0
603337.SH,杰克股份,杰克科技股份有限公司,2017-01-19 00:00:00,,工业,0
603338.SH,浙江鼎力,浙江鼎力机械股份有限公司,2015-03-25 00:00:00,,工业,0
603339.SH,四方科技,四方科技集团股份有限公司,2016-05-19 00:00:00,,工业,0
603345.SH,安井食品,安井食品集团股份有限公司,2017-02-22 00:00:00,,日常消费,0
603348.SH,文灿股份,文灿集团股份有限公司,2018-04-26 00:00:00,,可选消费,0
603351.SH,威尔药业,南京威尔药业集团股份有限公司,2019-01-30 00:00:00,,材料,0
603353.SH,和顺石油,湖南和顺石油股份有限公司,2020-04-07 00:00:00,,能源,0
603355.SH,莱克电气,莱克电气股份有限公司,2015-05-13 00:00:00,,可选消费,0
603356.SH,华菱精工,宣城市华菱精工科技股份有限公司,2018-01-24 00:00:00,,工业,0
603357.SH,设计总院,安徽省交通规划设计研究总院股份有限公司,2017-08-01 00:00:00,,工业,0
603358.SH,华达科技,华达汽车科技股份有限公司,2017-01-25 00:00:00,,可选消费,0
603359.SH,东珠生态,东珠生态环保股份有限公司,2017-09-01 00:00:00,,工业,0
603360.SH,百傲化学,大连百傲化学股份有限公司,2017-02-06 00:00:00,,材料,0
603363.SH,傲农生物,福建傲农生物科技集团股份有限公司,2017-09-26 00:00:00,,日常消费,0
603365.SH,水星家纺,上海水星家用纺织品股份有限公司,2017-11-20 00:00:00,,可选消费,0
603366.SH,日出东方,日出东方控股股份有限公司,2012-05-21 00:00:00,,可选消费,0
603367.SH,辰欣药业,辰欣药业股份有限公司,2017-09-29 00:00:00,,医疗保健,0
603368.SH,柳药集团,广西柳药集团股份有限公司,2014-12-04 00:00:00,,医疗保健,0
603369.SH,今世缘,江苏今世缘酒业股份有限公司,2014-07-03 00:00:00,,日常消费,0
603377.SH,东方时尚,东方时尚驾驶学校股份有限公司,2016-02-05 00:00:00,,可选消费,0
603378.SH,亚士创能,亚士创能科技(上海)股份有限公司,2017-09-28 00:00:00,,材料,0
603379.SH,三美股份,浙江三美化工股份有限公司,2019-04-02 00:00:00,,材料,0
603380.SH,易德龙,苏州易德龙科技股份有限公司,2017-06-22 00:00:00,,信息技术,0
603383.SH,顶点软件,福建顶点软件股份有限公司,2017-05-22 00:00:00,,信息技术,0
603385.SH,惠达卫浴,惠达卫浴股份有限公司,2017-04-05 00:00:00,,工业,0
603386.SH,骏亚科技,广东骏亚电子科技股份有限公司,2017-09-12 00:00:00,,信息技术,0
603387.SH,基蛋生物,基蛋生物科技股份有限公司,2017-07-17 00:00:00,,医疗保健,0
603388.SH,元成股份,元成环境股份有限公司,2017-03-24 00:00:00,,工业,0
603389.SH,亚振家居,亚振家居股份有限公司,2016-12-15 00:00:00,,可选消费,0
603390.SH,通达电气,广州通达汽车电气股份有限公司,2019-11-25 00:00:00,,可选消费,0
603392.SH,万泰生物,北京万泰生物药业股份有限公司,2020-04-29 00:00:00,,医疗保健,0
603393.SH,新天然气,新疆鑫泰天然气股份有限公司,2016-09-12 00:00:00,,公用事业,0
603396.SH,金辰股份,营口金辰机械股份有限公司,2017-10-18 00:00:00,,信息技术,0
603398.SH,沐邦高科,江西沐邦高科股份有限公司,2015-12-09 00:00:00,,可选消费,0
603399.SH,吉翔股份,锦州吉翔钼业股份有限公司,2012-08-24 00:00:00,,材料,0
603408.SH,建霖家居,厦门建霖健康家居股份有限公司,2020-07-30 00:00:00,,日常消费,0
603416.SH,信捷电气,无锡信捷电气股份有限公司,2016-12-21 00:00:00,,工业,0
603421.SH,鼎信通讯,青岛鼎信通讯股份有限公司,2016-10-11 00:00:00,,信息技术,0
603429.SH,集友股份,安徽集友新材料股份有限公司,2017-01-24 00:00:00,,工业,0
603439.SH,贵州三力,贵州三力制药股份有限公司,2020-04-28 00:00:00,,医疗保健,0
603444.SH,吉比特,厦门吉比特网络技术股份有限公司,2017-01-04 00:00:00,,信息技术,0
603456.SH,九洲药业,浙江九洲药业股份有限公司,2014-10-10 00:00:00,,医疗保健,0
603458.SH,勘设股份,贵州省交通规划勘察设计研究院股份有限公司,2017-08-09 00:00:00,,工业,0
603466.SH,风语筑,上海风语筑文化科技股份有限公司,2017-10-20 00:00:00,,可选消费,0
603477.SH,巨星农牧,乐山巨星农牧股份有限公司,2017-12-18 00:00:00,,日常消费,0
603486.SH,科沃斯,科沃斯机器人股份有限公司,2018-05-28 00:00:00,,可选消费,0
603488.SH,展鹏科技,展鹏科技股份有限公司,2017-05-16 00:00:00,,工业,0
603489.SH,八方股份,八方电气(苏州)股份有限公司,2019-11-11 00:00:00,,工业,0
603496.SH,恒为科技,恒为科技(上海)股份有限公司,2017-06-07 00:00:00,,信息技术,0
603499.SH,翔港科技,上海翔港包装科技股份有限公司,2017-10-16 00:00:00,,材料,0
603500.SH,祥和实业,浙江天台祥和实业股份有限公司,2017-09-04 00:00:00,,工业,0
603501.SH,韦尔股份,上海韦尔半导体股份有限公司,2017-05-04 00:00:00,,信息技术,0
603505.SH,金石资源,金石资源集团股份有限公司,2017-05-03 00:00:00,,材料,0
603506.SH,南都物业,南都物业服务集团股份有限公司,2018-02-01 00:00:00,,房地产,0
603507.SH,振江股份,江苏振江新能源装备股份有限公司,2017-11-06 00:00:00,,工业,0
603508.SH,思维列控,河南思维自动化设备股份有限公司,2015-12-24 00:00:00,,信息技术,0
603511.SH,爱慕股份,爱慕股份有限公司,2021-05-31 00:00:00,,可选消费,0
603515.SH,欧普照明,欧普照明股份有限公司,2016-08-19 00:00:00,,可选消费,0
603516.SH,淳中科技,北京淳中科技股份有限公司,2018-02-02 00:00:00,,信息技术,0
603517.SH,绝味食品,绝味食品股份有限公司,2017-03-17 00:00:00,,日常消费,0
603518.SH,锦泓集团,锦泓时装集团股份有限公司,2014-12-03 00:00:00,,可选消费,0
603519.SH,立霸股份,江苏立霸实业股份有限公司,2015-03-19 00:00:00,,可选消费,0
603520.SH,司太立,浙江司太立制药股份有限公司,2016-03-09 00:00:00,,医疗保健,0
603527.SH,众源新材,安徽众源新材料股份有限公司,2017-09-07 00:00:00,,材料,0
603528.SH,多伦科技,多伦科技股份有限公司,2016-05-03 00:00:00,,信息技术,0
603529.SH,爱玛科技,爱玛科技集团股份有限公司,2021-06-15 00:00:00,,可选消费,0
603530.SH,神马电力,江苏神马电力股份有限公司,2019-08-05 00:00:00,,工业,0
603533.SH,掌阅科技,掌阅科技股份有限公司,2017-09-21 00:00:00,,可选消费,0
603535.SH,嘉诚国际,广州市嘉诚国际物流股份有限公司,2017-08-08 00:00:00,,工业,0
603536.SH,惠发食品,山东惠发食品股份有限公司,2017-06-13 00:00:00,,日常消费,0
603538.SH,美诺华,宁波美诺华药业股份有限公司,2017-04-07 00:00:00,,医疗保健,0
603551.SH,奥普家居,奥普家居股份有限公司,2020-01-15 00:00:00,,工业,0
603555.SH,贵人鸟,贵人鸟股份有限公司,2014-01-24 00:00:00,,可选消费,0
603556.SH,海兴电力,杭州海兴电力科技股份有限公司,2016-11-10 00:00:00,,工业,0
603557.SH,ST起步,起步股份有限公司,2017-08-18 00:00:00,,可选消费,0
603558.SH,健盛集团,浙江健盛集团股份有限公司,2015-01-27 00:00:00,,可选消费,0
603559.SH,中通国脉,中通国脉通信股份有限公司,2016-12-02 00:00:00,,信息技术,0
603565.SH,中谷物流,上海中谷物流股份有限公司,2020-09-25 00:00:00,,工业,0
603566.SH,普莱柯,普莱柯生物工程股份有限公司,2015-05-18 00:00:00,,医疗保健,0
603567.SH,珍宝岛,黑龙江珍宝岛药业股份有限公司,2015-04-24 00:00:00,,医疗保健,0
603568.SH,伟明环保,浙江伟明环保股份有限公司,2015-05-28 00:00:00,,工业,0
603569.SH,长久物流,北京长久物流股份有限公司,2016-08-10 00:00:00,,工业,0
603577.SH,汇金通,青岛汇金通电力设备股份有限公司,2016-12-22 00:00:00,,工业,0
603578.SH,三星新材,浙江三星新材股份有限公司,2017-03-06 00:00:00,,可选消费,0
603579.SH,荣泰健康,上海荣泰健康科技股份有限公司,2017-01-11 00:00:00,,医疗保健,0
603580.SH,艾艾精工,艾艾精密工业输送系统(上海)股份有限公司,2017-05-25 00:00:00,,材料,0
603583.SH,捷昌驱动,浙江捷昌线性驱动科技股份有限公司,2018-09-21 00:00:00,,工业,0
603585.SH,苏利股份,江苏苏利精细化工股份有限公司,2016-12-14 00:00:00,,材料,0
603586.SH,金麒麟,山东金麒麟股份有限公司,2017-04-06 00:00:00,,可选消费,0
603587.SH,地素时尚,地素时尚股份有限公司,2018-06-22 00:00:00,,可选消费,0
603588.SH,高能环境,北京高能时代环境技术股份有限公司,2014-12-29 00:00:00,,工业,0
603589.SH,口子窖,安徽口子酒业股份有限公司,2015-06-29 00:00:00,,日常消费,0
603590.SH,康辰药业,北京康辰药业股份有限公司,2018-08-27 00:00:00,,医疗保健,0
603595.SH,东尼电子,浙江东尼电子股份有限公司,2017-07-12 00:00:00,,信息技术,0
603596.SH,伯特利,芜湖伯特利汽车安全系统股份有限公司,2018-04-27 00:00:00,,可选消费,0
603598.SH,引力传媒,引力传媒股份有限公司,2015-05-27 00:00:00,,可选消费,0
603599.SH,广信股份,安徽广信农化股份有限公司,2015-05-13 00:00:00,,材料,0
603600.SH,永艺股份,永艺家具股份有限公司,2015-01-23 00:00:00,,可选消费,0
603601.SH,再升科技,重庆再升科技股份有限公司,2015-01-22 00:00:00,,材料,0
603602.SH,纵横通信,杭州纵横通信股份有限公司,2017-08-10 00:00:00,,信息技术,0
603603.SH,*ST博天,博天环境集团股份有限公司,2017-02-17 00:00:00,,工业,0
603605.SH,珀莱雅,珀莱雅化妆品股份有限公司,2017-11-15 00:00:00,,日常消费,0
603606.SH,东方电缆,宁波东方电缆股份有限公司,2014-10-15 00:00:00,,工业,0
603607.SH,京华激光,浙江京华激光科技股份有限公司,2017-10-25 00:00:00,,材料,0
603608.SH,天创时尚,天创时尚股份有限公司,2016-02-18 00:00:00,,可选消费,0
603609.SH,禾丰股份,禾丰食品股份有限公司,2014-08-08 00:00:00,,日常消费,0
603610.SH,麒盛科技,麒盛科技股份有限公司,2019-10-29 00:00:00,,可选消费,0
603611.SH,诺力股份,诺力智能装备股份有限公司,2015-01-28 00:00:00,,工业,0
603612.SH,索通发展,索通发展股份有限公司,2017-07-18 00:00:00,,材料,0
603613.SH,国联股份,北京国联视讯信息技术股份有限公司,2019-07-30 00:00:00,,信息技术,0
603615.SH,茶花股份,茶花现代家居用品股份有限公司,2017-02-13 00:00:00,,可选消费,0
603616.SH,韩建河山,北京韩建河山管业股份有限公司,2015-06-11 00:00:00,,工业,0
603617.SH,君禾股份,君禾泵业股份有限公司,2017-07-03 00:00:00,,工业,0
603618.SH,杭电股份,杭州电缆股份有限公司,2015-02-17 00:00:00,,工业,0
603619.SH,中曼石油,中曼石油天然气集团股份有限公司,2017-11-17 00:00:00,,能源,0
603626.SH,科森科技,昆山科森科技股份有限公司,2017-02-09 00:00:00,,信息技术,0
603628.SH,清源股份,清源科技股份有限公司,2017-01-12 00:00:00,,工业,0
603629.SH,利通电子,江苏利通电子股份有限公司,2018-12-24 00:00:00,,信息技术,0
603630.SH,拉芳家化,拉芳家化股份有限公司,2017-03-13 00:00:00,,日常消费,0
603633.SH,徕木股份,上海徕木电子股份有限公司,2016-11-17 00:00:00,,信息技术,0
603636.SH,南威软件,南威软件股份有限公司,2014-12-30 00:00:00,,信息技术,0
603637.SH,镇海股份,镇海石化工程股份有限公司,2017-02-08 00:00:00,,工业,0
603638.SH,艾迪精密,烟台艾迪精密机械股份有限公司,2017-01-20 00:00:00,,工业,0
603639.SH,海利尔,海利尔药业集团股份有限公司,2017-01-12 00:00:00,,材料,0
603648.SH,畅联股份,上海畅联国际物流股份有限公司,2017-09-13 00:00:00,,工业,0
603650.SH,彤程新材,彤程新材料集团股份有限公司,2018-06-27 00:00:00,,材料,0
603655.SH,朗博科技,常州朗博密封科技股份有限公司,2017-12-29 00:00:00,,可选消费,0
603656.SH,泰禾智能,合肥泰禾智能科技集团股份有限公司,2017-03-21 00:00:00,,工业,0
603657.SH,春光科技,金华春光橡塑科技股份有限公司,2018-07-30 00:00:00,,可选消费,0
603658.SH,安图生物,郑州安图生物工程股份有限公司,2016-09-01 00:00:00,,医疗保健,0
603659.SH,璞泰来,上海璞泰来新能源科技股份有限公司,2017-11-03 00:00:00,,材料,0
603660.SH,苏州科达,苏州科达科技股份有限公司,2016-12-01 00:00:00,,信息技术,0
603661.SH,恒林股份,恒林家居股份有限公司,2017-11-21 00:00:00,,可选消费,0
603662.SH,柯力传感,宁波柯力传感科技股份有限公司,2019-08-06 00:00:00,,工业,0
603663.SH,三祥新材,三祥新材股份有限公司,2016-08-01 00:00:00,,材料,0
603665.SH,康隆达,浙江康隆达特种防护科技股份有限公司,2017-03-13 00:00:00,,可选消费,0
603666.SH,亿嘉和,亿嘉和科技股份有限公司,2018-06-12 00:00:00,,工业,0
603667.SH,五洲新春,浙江五洲新春集团股份有限公司,2016-10-25 00:00:00,,工业,0
603668.SH,天马科技,福建天马科技集团股份有限公司,2017-01-17 00:00:00,,日常消费,0
603669.SH,灵康药业,灵康药业集团股份有限公司,2015-05-28 00:00:00,,医疗保健,0
603676.SH,卫信康,西藏卫信康医药股份有限公司,2017-07-21 00:00:00,,医疗保健,0
603677.SH,奇精机械,奇精机械股份有限公司,2017-02-06 00:00:00,,可选消费,0
603678.SH,火炬电子,福建火炬电子科技股份有限公司,2015-01-26 00:00:00,,信息技术,0
603679.SH,华体科技,四川华体照明科技股份有限公司,2017-06-21 00:00:00,,工业,0
603680.SH,今创集团,今创集团股份有限公司,2018-02-27 00:00:00,,工业,0
603681.SH,永冠新材,上海永冠众诚新材料科技(集团)股份有限公司,2019-03-26 00:00:00,,材料,0
603682.SH,锦和商管,上海锦和商业经营管理股份有限公司,2020-04-21 00:00:00,,工业,0
603683.SH,晶华新材,上海晶华胶粘新材料股份有限公司,2017-10-20 00:00:00,,材料,0
603685.SH,晨丰科技,浙江晨丰科技股份有限公司,2017-11-27 00:00:00,,可选消费,0
603686.SH,福龙马,福龙马集团股份有限公司,2015-01-26 00:00:00,,工业,0
603687.SH,大胜达,浙江大胜达包装股份有限公司,2019-07-26 00:00:00,,材料,0
603688.SH,石英股份,江苏太平洋石英股份有限公司,2014-10-31 00:00:00,,材料,0
603689.SH,皖天然气,安徽省天然气开发股份有限公司,2017-01-10 00:00:00,,能源,0
603690.SH,至纯科技,上海至纯洁净系统科技股份有限公司,2017-01-13 00:00:00,,工业,0
603693.SH,江苏新能,江苏省新能源开发股份有限公司,2018-07-03 00:00:00,,公用事业,0
603696.SH,安记食品,安记食品股份有限公司,2015-12-09 00:00:00,,日常消费,0
603697.SH,有友食品,有友食品股份有限公司,2019-05-08 00:00:00,,日常消费,0
603698.SH,航天工程,航天长征化学工程股份有限公司,2015-01-28 00:00:00,,工业,0
603699.SH,纽威股份,苏州纽威阀门股份有限公司,2014-01-17 00:00:00,,工业,0
603700.SH,宁水集团,宁波水表(集团)股份有限公司,2019-01-22 00:00:00,,工业,0
603701.SH,德宏股份,浙江德宏汽车电子电器股份有限公司,2016-04-12 00:00:00,,可选消费,0
603703.SH,盛洋科技,浙江盛洋科技股份有限公司,2015-04-23 00:00:00,,信息技术,0
603706.SH,东方环宇,新疆东方环宇燃气股份有限公司,2018-07-09 00:00:00,,公用事业,0
603707.SH,健友股份,南京健友生化制药股份有限公司,2017-07-19 00:00:00,,医疗保健,0
603708.SH,家家悦,家家悦集团股份有限公司,2016-12-13 00:00:00,,日常消费,0
603709.SH,中源家居,中源家居股份有限公司,2018-02-08 00:00:00,,可选消费,0
603711.SH,香飘飘,香飘飘食品股份有限公司,2017-11-30 00:00:00,,日常消费,0
603712.SH,七一二,天津七一二通信广播股份有限公司,2018-02-26 00:00:00,,信息技术,0
603713.SH,密尔克卫,密尔克卫化工供应链服务股份有限公司,2018-07-13 00:00:00,,工业,0
603716.SH,塞力医疗,塞力斯医疗科技集团股份有限公司,2016-10-31 00:00:00,,医疗保健,0
603717.SH,天域生态,天域生态环境股份有限公司,2017-03-27 00:00:00,,工业,0
603718.SH,海利生物,上海海利生物技术股份有限公司,2015-05-15 00:00:00,,医疗保健,0
603719.SH,良品铺子,良品铺子股份有限公司,2020-02-24 00:00:00,,可选消费,0
603721.SH,中广天择,中广天择传媒股份有限公司,2017-08-11 00:00:00,,可选消费,0
603722.SH,阿科力,无锡阿科力科技股份有限公司,2017-10-25 00:00:00,,材料,0
603725.SH,天安新材,广东天安新材料股份有限公司,2017-09-06 00:00:00,,材料,0
603726.SH,朗迪集团,浙江朗迪集团股份有限公司,2016-04-21 00:00:00,,工业,0
603727.SH,博迈科,博迈科海洋工程股份有限公司,2016-11-22 00:00:00,,能源,0
603728.SH,鸣志电器,上海鸣志电器股份有限公司,2017-05-09 00:00:00,,工业,0
603729.SH,龙韵股份,上海龙韵文创科技集团股份有限公司,2015-03-24 00:00:00,,可选消费,0
603730.SH,岱美股份,上海岱美汽车内饰件股份有限公司,2017-07-28 00:00:00,,可选消费,0
603733.SH,仙鹤股份,仙鹤股份有限公司,2018-04-20 00:00:00,,材料,0
603737.SH,三棵树,三棵树涂料股份有限公司,2016-06-03 00:00:00,,材料,0
603738.SH,泰晶科技,泰晶科技股份有限公司,2016-09-28 00:00:00,,信息技术,0
603739.SH,蔚蓝生物,青岛蔚蓝生物股份有限公司,2019-01-16 00:00:00,,日常消费,0
603755.SH,日辰股份,青岛日辰食品股份有限公司,2019-08-28 00:00:00,,日常消费,0
603757.SH,大元泵业,浙江大元泵业股份有限公司,2017-07-11 00:00:00,,工业,0
603758.SH,秦安股份,重庆秦安机电股份有限公司,2017-05-17 00:00:00,,可选消费,0
603759.SH,海天股份,海天水务集团股份公司,2021-03-26 00:00:00,,公用事业,0
603766.SH,隆鑫通用,隆鑫通用动力股份有限公司,2012-08-10 00:00:00,,可选消费,0
603767.SH,中马传动,浙江中马传动股份有限公司,2017-06-13 00:00:00,,可选消费,0
603768.SH,常青股份,合肥常青机械股份有限公司,2017-03-24 00:00:00,,可选消费,0
603773.SH,沃格光电,江西沃格光电股份有限公司,2018-04-17 00:00:00,,信息技术,0
603776.SH,永安行,永安行科技股份有限公司,2017-08-17 00:00:00,,工业,0
603777.SH,来伊份,上海来伊份股份有限公司,2016-10-12 00:00:00,,日常消费,0
603778.SH,乾景园林,北京乾景园林股份有限公司,2015-12-31 00:00:00,,工业,0
603779.SH,威龙股份,威龙葡萄酒股份有限公司,2016-05-16 00:00:00,,日常消费,0
603786.SH,科博达,科博达技术股份有限公司,2019-10-15 00:00:00,,可选消费,0
603787.SH,新日股份,江苏新日电动车股份有限公司,2017-04-27 00:00:00,,可选消费,0
603788.SH,宁波高发,宁波高发汽车控制系统股份有限公司,2015-01-20 00:00:00,,可选消费,0
603789.SH,星光农机,星光农机股份有限公司,2015-04-27 00:00:00,,工业,0
603790.SH,雅运股份,上海雅运纺织化工股份有限公司,2018-09-12 00:00:00,,材料,0
603797.SH,联泰环保,广东联泰环保股份有限公司,2017-04-13 00:00:00,,工业,0
603798.SH,康普顿,青岛康普顿科技股份有限公司,2016-04-06 00:00:00,,能源,0
603799.SH,华友钴业,浙江华友钴业股份有限公司,2015-01-29 00:00:00,,材料,0
603800.SH,道森股份,苏州道森钻采设备股份有限公司,2015-12-10 00:00:00,,能源,0
603801.SH,志邦家居,志邦家居股份有限公司,2017-06-30 00:00:00,,可选消费,0
603803.SH,瑞斯康达,瑞斯康达科技发展股份有限公司,2017-04-20 00:00:00,,信息技术,0
603806.SH,福斯特,杭州福斯特应用材料股份有限公司,2014-09-05 00:00:00,,信息技术,0
603808.SH,歌力思,深圳歌力思服饰股份有限公司,2015-04-22 00:00:00,,可选消费,0
603809.SH,豪能股份,成都豪能科技股份有限公司,2017-11-28 00:00:00,,可选消费,0
603810.SH,丰山集团,江苏丰山集团股份有限公司,2018-09-17 00:00:00,,材料,0
603811.SH,诚意药业,浙江诚意药业股份有限公司,2017-03-15 00:00:00,,医疗保健,0
603813.SH,原尚股份,广东原尚物流股份有限公司,2017-09-18 00:00:00,,工业,0
603815.SH,交建股份,安徽省交通建设股份有限公司,2019-10-21 00:00:00,,工业,0
603816.SH,顾家家居,顾家家居股份有限公司,2016-10-14 00:00:00,,可选消费,0
603817.SH,海峡环保,福建海峡环保集团股份有限公司,2017-02-20 00:00:00,,公用事业,0
603818.SH,曲美家居,曲美家居集团股份有限公司,2015-04-22 00:00:00,,可选消费,0
603819.SH,神力股份,常州神力电机股份有限公司,2016-11-25 00:00:00,,工业,0
603822.SH,嘉澳环保,浙江嘉澳环保科技股份有限公司,2016-04-28 00:00:00,,材料,0
603823.SH,百合花,百合花集团股份有限公司,2016-12-20 00:00:00,,材料,0
603825.SH,华扬联众,华扬联众数字技术股份有限公司,2017-08-02 00:00:00,,可选消费,0
603826.SH,坤彩科技,福建坤彩材料科技股份有限公司,2017-04-14 00:00:00,,材料,0
603828.SH,柯利达,苏州柯利达装饰股份有限公司,2015-02-26 00:00:00,,工业,0
603829.SH,洛凯股份,江苏洛凯机电股份有限公司,2017-10-17 00:00:00,,工业,0
603833.SH,欧派家居,欧派家居集团股份有限公司,2017-03-28 00:00:00,,可选消费,0
603836.SH,海程邦达,海程邦达供应链管理股份有限公司,2021-05-26 00:00:00,,工业,0
603838.SH,四通股份,广东四通集团股份有限公司,2015-07-01 00:00:00,,可选消费,0
603839.SH,安正时尚,安正时尚集团股份有限公司,2017-02-14 00:00:00,,可选消费,0
603843.SH,正平股份,正平路桥建设股份有限公司,2016-09-05 00:00:00,,工业,0
603848.SH,好太太,广东好太太科技集团股份有限公司,2017-12-01 00:00:00,,可选消费,0
603855.SH,华荣股份,华荣科技股份有限公司,2017-05-24 00:00:00,,工业,0
603856.SH,东宏股份,山东东宏管业股份有限公司,2017-11-06 00:00:00,,工业,0
603858.SH,步长制药,山东步长制药股份有限公司,2016-11-18 00:00:00,,医疗保健,0
603859.SH,能科科技,能科科技股份有限公司,2016-10-21 00:00:00,,信息技术,0
603860.SH,中公高科,中公高科养护科技股份有限公司,2017-08-02 00:00:00,,工业,0
603861.SH,白云电器,广州白云电器设备股份有限公司,2016-03-22 00:00:00,,工业,0
603863.SH,松炀资源,广东松炀再生资源股份有限公司,2019-06-21 00:00:00,,材料,0
603866.SH,桃李面包,桃李面包股份有限公司,2015-12-22 00:00:00,,日常消费,0
603867.SH,新化股份,浙江新化化工股份有限公司,2019-06-27 00:00:00,,材料,0
603868.SH,飞科电器,上海飞科电器股份有限公司,2016-04-18 00:00:00,,可选消费,0
603869.SH,新智认知,新智认知数字科技股份有限公司,2015-03-26 00:00:00,,信息技术,0
603871.SH,嘉友国际,嘉友国际物流股份有限公司,2018-02-06 00:00:00,,工业,0
603876.SH,鼎胜新材,江苏鼎胜新能源材料股份有限公司,2018-04-18 00:00:00,,材料,0
603877.SH,太平鸟,宁波太平鸟时尚服饰股份有限公司,2017-01-09 00:00:00,,可选消费,0
603878.SH,武进不锈,江苏武进不锈股份有限公司,2016-12-19 00:00:00,,材料,0
603879.SH,永悦科技,永悦科技股份有限公司,2017-06-14 00:00:00,,材料,0
603880.SH,南卫股份,江苏南方卫材医药股份有限公司,2017-08-07 00:00:00,,医疗保健,0
603881.SH,数据港,上海数据港股份有限公司,2017-02-08 00:00:00,,信息技术,0
603882.SH,金域医学,广州金域医学检验集团股份有限公司,2017-09-08 00:00:00,,医疗保健,0
603883.SH,老百姓,老百姓大药房连锁股份有限公司,2015-04-23 00:00:00,,日常消费,0
603885.SH,吉祥航空,上海吉祥航空股份有限公司,2015-05-27 00:00:00,,工业,0
603886.SH,元祖股份,上海元祖梦果子股份有限公司,2016-12-28 00:00:00,,日常消费,0
603887.SH,城地香江,上海城地香江数据科技股份有限公司,2016-10-10 00:00:00,,信息技术,0
603888.SH,新华网,新华网股份有限公司,2016-10-28 00:00:00,,信息技术,0
603889.SH,新澳股份,浙江新澳纺织股份有限公司,2014-12-31 00:00:00,,可选消费,0
603890.SH,春秋电子,苏州春秋电子科技股份有限公司,2017-12-12 00:00:00,,信息技术,0
603893.SH,瑞芯微,瑞芯微电子股份有限公司,2020-02-07 00:00:00,,信息技术,0
603895.SH,天永智能,上海天永智能装备股份有限公司,2018-01-22 00:00:00,,工业,0
603896.SH,寿仙谷,浙江寿仙谷医药股份有限公司,2017-05-10 00:00:00,,医疗保健,0
603897.SH,长城科技,浙江长城电工科技股份有限公司,2018-04-10 00:00:00,,工业,0
603898.SH,好莱客,广州好莱客创意家居股份有限公司,2015-02-17 00:00:00,,可选消费,0
603899.SH,晨光股份,上海晨光文具股份有限公司,2015-01-27 00:00:00,,工业,0
603900.SH,莱绅通灵,莱绅通灵珠宝股份有限公司,2016-11-23 00:00:00,,可选消费,0
603901.SH,永创智能,杭州永创智能设备股份有限公司,2015-05-29 00:00:00,,工业,0
603903.SH,中持股份,中持水务股份有限公司,2017-03-14 00:00:00,,工业,0
603906.SH,龙蟠科技,江苏龙蟠科技股份有限公司,2017-04-10 00:00:00,,能源,0
603908.SH,牧高笛,牧高笛户外用品股份有限公司,2017-03-07 00:00:00,,可选消费,0
603909.SH,建发合诚,建发合诚工程咨询股份有限公司,2016-06-28 00:00:00,,工业,0
603912.SH,佳力图,南京佳力图机房环境技术股份有限公司,2017-11-01 00:00:00,,工业,0
603915.SH,国茂股份,江苏国茂减速机股份有限公司,2019-06-14 00:00:00,,工业,0
603916.SH,苏博特,江苏苏博特新材料股份有限公司,2017-11-10 00:00:00,,材料,0
603917.SH,合力科技,宁波合力科技股份有限公司,2017-12-04 00:00:00,,可选消费,0
603918.SH,金桥信息,上海金桥信息股份有限公司,2015-05-28 00:00:00,,信息技术,0
603919.SH,金徽酒,金徽酒股份有限公司,2016-03-10 00:00:00,,日常消费,0
